"record","fhcounter","host","fhlrcounter","litnum","state","country","notes","citation","taxon","author","year","current","kingdom","phylum","class","order","family","genus","species","header"
"275484",15885,"Pseudotsuga menziesii","215613","6435","Wisconsin","United States",NA,"Morton, H.L., and Miller, R.E.. 1982. Chemical control of Rhabdocline needle cast of douglas-fir. Pl. Dis. 66:999-1000","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30818","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30817","1090","Idaho","United States",NA,"Miller, D.R., and Swain, K.M.. 1969. Rhabdocline needle cast found on bigcone Douglas-fir. Pl. Dis. Reporter 53:270","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30820","2207","Pennsylvania","United States",NA,"McDowell, J., and Merrill, W.. 1985. %Rhabdocline% taxa in Pennsylvania. Pl. Dis. 69:714-715","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30821","2622","Pennsylvania","United States",NA,"Stambaugh, W.J., and Bramble, W.C.. 1952. The occurrence of %Rhabdocline% needle cast of Douglas-fir in Pennsylvania. Pl. Dis. Reporter 36:292-293","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","215611","6435","Pennsylvania","United States",NA,"Morton, H.L., and Miller, R.E.. 1982. Chemical control of Rhabdocline needle cast of douglas-fir. Pl. Dis. 66:999-1000","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","1248281","32235","Pennsylvania","United States",NA,"Gernandt, D.S., Camacho, F.J., and Stone, J.K.. 1997. %Meria laricis%, an anamorph of %Rhabdocline%. Mycologia 89:735-744","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","215610","6435","New York","United States",NA,"Morton, H.L., and Miller, R.E.. 1982. Chemical control of Rhabdocline needle cast of douglas-fir. Pl. Dis. 66:999-1000","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30824","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30825","3863","Oregon","United States",NA,"Parker, A.K., and Reid, J.. 1969. The genus %Rhabdocline% Syd.. Canad. J. Bot. 47:1533-1545","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","1248280","32235","Oregon","United States",NA,"Gernandt, D.S., Camacho, F.J., and Stone, J.K.. 1997. %Meria laricis%, an anamorph of %Rhabdocline%. Mycologia 89:735-744","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30822","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30823","3863","Washington","United States",NA,"Parker, A.K., and Reid, J.. 1969. The genus %Rhabdocline% Syd.. Canad. J. Bot. 47:1533-1545","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30826","3863","Arizona","United States",NA,"Parker, A.K., and Reid, J.. 1969. The genus %Rhabdocline% Syd.. Canad. J. Bot. 47:1533-1545","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","201953","6435","Michigan","United States",NA,"Morton, H.L., and Miller, R.E.. 1982. Chemical control of Rhabdocline needle cast of douglas-fir. Pl. Dis. 66:999-1000","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30815","44","Montana","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30814","1090","Montana","United States",NA,"Miller, D.R., and Swain, K.M.. 1969. Rhabdocline needle cast found on bigcone Douglas-fir. Pl. Dis. Reporter 53:270","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30816","3863","Montana","United States",NA,"Parker, A.K., and Reid, J.. 1969. The genus %Rhabdocline% Syd.. Canad. J. Bot. 47:1533-1545","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","215612","6435","Minnesota","United States",NA,"Morton, H.L., and Miller, R.E.. 1982. Chemical control of Rhabdocline needle cast of douglas-fir. Pl. Dis. 66:999-1000","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30812","370","Colorado","United States",NA,"Staley, J.M.. 1964. A survey of coniferous foliage diseases (other than rusts) in Colorado. Pl. Dis. Reporter 48:562-563","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30813","3863","Colorado","United States",NA,"Parker, A.K., and Reid, J.. 1969. The genus %Rhabdocline% Syd.. Canad. J. Bot. 47:1533-1545","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","1484504","44747","Rhode Island","United States",NA,"Goos, R.D.. 2010. The mycota of Rhode Island: a checklist of the fungi recorded in Rhode Island (including lichens and myxomycetes) Vol. 4. Rhode Island Natural History Survey :222","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","30827","3863","New Mexico","United States",NA,"Parker, A.K., and Reid, J.. 1969. The genus %Rhabdocline% Syd.. Canad. J. Bot. 47:1533-1545","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","1456268","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","1485280","45007",NA,"Germany",NA,"Butin, H., Kehr, R., and Pehl, L.. 2000. %Dothistroma rhabdoclinis% sp. nov. associated with %Rhabdocline pseudotsugae% on douglas fir. Forest Pathol. 30:195-203","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"275484",15885,"Pseudotsuga menziesii","1581234","46817",NA,"Slovakia",NA,"Zubrik, M., Kunca, A., and Novotny, J.. 2008. HMYZ A HUBY: atlas psokodeni lesnych drevin . Prve vydanie :178","Rhabdocline pseudotsugae","Syd.",1922,"275484","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Rhabdocline","Rhabdocline_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Cenangiaceae;Rhabdocline;Rhabdocline_pseudotsugae"
"445548",16049,"Pseudotsuga menziesii","31140","3841","Idaho","United States","Isolated from roots.","Mielke, M.E.. 1981. Pathogenicity of %Verticicladiella penicillata% (Grosm.) Kendrick to northern Idaho conifers. Forest Sci.  27:103-110","Leptographium penicillatum","Grosmann",1931,"445548","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Leptographium","Leptographium_penicillatum","Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Leptographium;Leptographium_penicillatum"
"289763",16095,"Pseudotsuga sp.","31228","3856","Michigan","United States",NA,"Smith, A.H.. 1956. Additional new or unusual North American Agarics. Beih. Sydowia 1:46-61","Pleurocybella porrigens","(Pers.) Singer",1947,"289763","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_family_incertae_sedis","Pleurocybella","Pleurocybella_porrigens","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricales_family_incertae_sedis;Pleurocybella;Pleurocybella_porrigens"
"128029",16139,"Pseudotsuga menziesii","31309","44","Montana","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Keissleriella andersonii","(Sacc.) M.E. Barr",1990,"128029","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Keissleriella_andersonii","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lentitheciaceae;Keissleriella;Keissleriella_andersonii"
"300158",16252,"Pseudotsuga menziesii","31540","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Marasmius albogriseus","(Peck) Singer",1943,"300158","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius_albogriseus","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;Marasmius_albogriseus"
"110913",16779,"Pseudotsuga menziesii","32569","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Postia balsamea","(Peck) Jülich",1982,"110913","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Dacryobolaceae","Postia","Postia_balsamea","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Dacryobolaceae;Postia;Postia_balsamea"
"110929",16785,"Pseudotsuga menziesii","32579","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Postia tephroleuca","(Fr.) Jülich",1982,"110929","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Dacryobolaceae","Postia","Postia_tephroleuca","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Dacryobolaceae;Postia;Postia_tephroleuca"
"127493",16852,"Pseudotsuga menziesii","32761","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Pilatoporus palustris","(Berk. & M.A. Curtis) Kotl. & Pouzar",1990,"127493","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Pilatoporus","Pilatoporus_palustris","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Pilatoporus;Pilatoporus_palustris"
"228746",16978,"Pseudotsuga menziesii","32990","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Tomentella lateritia","Pat.",1894,"228746","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_lateritia","Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella_lateritia"
"228746",16978,"Pseudotsuga menziesii","32991","346","New Mexico","United States",NA,"Gilbertson, R.L., Burdsall Jr., H.H., and Larsen, M.J.. 1975. Notes on wood-rotting hymenomycetes in New Mexico. Southw. Naturalist 19:347-360","Tomentella lateritia","Pat.",1894,"228746","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_lateritia","Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella_lateritia"
"10377",17448,"Pseudotsuga menziesii","33931","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Varicosporium","W. Kegel",1906,"10377","Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Varicosporium","Varicosporium_sp","Fungi;Ascomycota;Leotiomycetes;Helotiales;Discinellaceae;Varicosporium;Varicosporium_sp"
"291935",17509,"Pseudotsuga menziesii","34043","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Vararia racemosa","(Burt) D.P. Rogers & H.S. Jacks.",1943,"291935","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Vararia","Vararia_racemosa","Fungi;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Vararia;Vararia_racemosa"
"291935",17509,"Pseudotsuga menziesii","34042","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Vararia racemosa","(Burt) D.P. Rogers & H.S. Jacks.",1943,"291935","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Vararia","Vararia_racemosa","Fungi;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Vararia;Vararia_racemosa"
"340215",17595,"Pseudotsuga menziesii","34209","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Trechispora farinacea","(Pers.) Liberta",1966,"340215","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora_farinacea","Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_farinacea"
"307184",17716,"Pseudotsuga menziesii","34494","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Tubulicrinis glebulosus","(Fr.) Donk",1956,"307184","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Tubulicrinis","Tubulicrinis_glebulosus","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Tubulicrinis;Tubulicrinis_glebulosus"
"193672",18106,"Pseudotsuga menziesii","35263","1539","Northeastern states","United States","Isolated from treated utility poles.","Zabel, R.A., Kenderes, A.M., and Lombard, F.F.. 1980. Fungi associated with decay in treated Douglas-fir transmission poles in the northeastern United States. Forest Prod. J. 30:51-56","Stereum gausapatum","(Fr.) Fr.",1874,"193672","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_gausapatum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_gausapatum"
